mapping,ordering,w,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
010,57_100,8,0.708233,1.945689,0.653201,0.756367,0.756916,0.658939,0.626533,0.625835,0.758263,0.626962,0.820101,0.761576,0.630876,0.824148
010,57_101,11,0.740506,1.985358,0.803010,0.782235,0.656681,0.807862,0.848308,0.674007,0.785072,0.845518,0.678664,0.656061,0.670715,0.678823
010,57_101,5,0.622005,1.970085,0.719531,0.631250,0.632031,0.719531,0.683594,0.554688,0.631250,0.683594,0.510938,0.632031,0.554688,0.510938
010,57_101,8,0.691854,1.969564,0.774546,0.736813,0.627989,0.781083,0.789995,0.606129,0.740198,0.789598,0.612079,0.627107,0.607602,0.609102
010,57_110,11,0.856418,0.992619,0.924729,0.827978,0.828736,0.929386,0.867912,0.872392,0.830757,0.868529,0.805090,0.833072,0.877102,0.811075
010,57_110,5,0.735417,1.545153,0.685156,0.647656,0.657813,0.685156,0.870313,0.785156,0.647656,0.870313,0.766406,0.657813,0.785156,0.766406
010,57_110,8,0.821658,1.097486,0.858641,0.764083,0.770956,0.855471,0.877278,0.856965,0.762985,0.879254,0.795423,0.772876,0.862317,0.802857
010,57_codon,11,0.797300,1.448980,0.869700,0.850872,0.779355,0.874365,0.796260,0.782498,0.854122,0.798930,0.703004,0.778362,0.780224,0.699858
010,57_codon,5,0.686328,1.732497,0.653906,0.782031,0.675781,0.653906,0.681250,0.639062,0.782031,0.681250,0.685937,0.675781,0.639062,0.685937
010,57_codon,8,0.755683,1.496750,0.801241,0.841857,0.733565,0.803044,0.749152,0.729491,0.834055,0.746348,0.682267,0.733200,0.729294,0.683676
010,57,11,0.701339,1.926450,0.736259,0.727250,0.649269,0.735678,0.691703,0.672098,0.728052,0.700156,0.721732,0.654777,0.674807,0.724373
010,57,5,0.541797,1.992655,0.535937,0.545312,0.503125,0.535937,0.547656,0.550000,0.545312,0.547656,0.568750,0.503125,0.550000,0.568750
010,57,8,0.630688,1.959696,0.656999,0.650659,0.579922,0.657280,0.627971,0.610196,0.650688,0.621259,0.659018,0.577116,0.614971,0.661874
010,58_001,11,0.768718,1.711312,0.815761,0.810886,0.695409,0.815791,0.831517,0.719147,0.810040,0.833830,0.739323,0.698690,0.719243,0.734885
010,58_001,5,0.649089,1.886832,0.675000,0.642188,0.717187,0.675000,0.677344,0.610938,0.642188,0.677344,0.571875,0.717187,0.610938,0.571875
010,58_001,8,0.718375,1.792281,0.762114,0.763665,0.686203,0.760693,0.787343,0.656685,0.759566,0.778599,0.664102,0.682124,0.653850,0.665029
010,58_010,11,0.954600,0.422284,0.992650,0.918861,0.991919,0.990099,0.917796,0.994472,0.917590,0.917662,0.918024,0.990054,0.994222,0.912532
010,58_010,5,0.772656,1.424270,0.846875,0.662500,0.850000,0.846875,0.659375,0.954688,0.662500,0.659375,0.662500,0.850000,0.954688,0.662500
010,58_010,8,0.895292,0.776767,0.965122,0.814783,0.966324,0.970836,0.816691,0.986440,0.813987,0.813434,0.814340,0.971458,0.986923,0.820993
010,58_011,11,0.785261,1.562418,0.819220,0.821517,0.737199,0.823065,0.853088,0.748062,0.821339,0.851533,0.732499,0.736768,0.746569,0.732520
010,58_011,5,0.695312,1.700695,0.687500,0.730469,0.775781,0.687500,0.687500,0.623437,0.730469,0.687500,0.667188,0.775781,0.623437,0.667188
010,58_011,8,0.747333,1.581110,0.790898,0.786137,0.726293,0.788743,0.804839,0.702932,0.782730,0.805707,0.678660,0.725234,0.696558,0.679672
010,58_100,11,0.751873,1.821146,0.768185,0.683758,0.780167,0.768872,0.707119,0.844324,0.685942,0.707631,0.720349,0.783174,0.846062,0.727754
010,58_100,5,0.656120,1.843327,0.630469,0.651563,0.670312,0.630469,0.599219,0.635938,0.651563,0.599219,0.749219,0.670312,0.635938,0.749219
010,58_100,8,0.702479,1.824541,0.720358,0.646997,0.723509,0.717053,0.657084,0.768951,0.638114,0.653485,0.694026,0.727843,0.779106,0.703781
010,58_101,11,0.739421,1.982760,0.658701,0.781268,0.668688,0.668633,0.754044,0.812421,0.785054,0.752257,0.751420,0.674098,0.817002,0.749717
010,58_101,5,0.614323,1.994049,0.596875,0.707031,0.571875,0.596875,0.556250,0.718750,0.707031,0.556250,0.535156,0.571875,0.718750,0.535156
010,58_101,8,0.686475,1.988625,0.618702,0.763143,0.615966,0.616935,0.666231,0.789196,0.763495,0.665084,0.662235,0.620453,0.790764,0.665883
010,58_110,11,0.897439,0.786833,0.914028,0.858084,0.985950,0.920200,0.844386,0.925310,0.852796,0.832731,0.864398,0.983722,0.917518,0.869700
010,58_110,5,0.727344,1.601175,0.708594,0.709375,0.911719,0.708594,0.618750,0.710156,0.709375,0.618750,0.705469,0.911719,0.710156,0.705469
010,58_110,8,0.834762,1.092239,0.850299,0.780597,0.974179,0.852624,0.746192,0.860671,0.782089,0.739237,0.796040,0.974382,0.859795,0.799077
010,58_codon,11,0.836545,1.044558,0.889173,0.844440,0.887089,0.890346,0.781242,0.847811,0.843028,0.782377,0.775790,0.884240,0.839394,0.775478
010,58_codon,5,0.737891,1.501434,0.925000,0.719531,0.731250,0.925000,0.700781,0.728125,0.719531,0.700781,0.622656,0.731250,0.728125,0.622656
010,58_codon,8,0.801267,1.149681,0.896574,0.815008,0.825316,0.896857,0.757782,0.796493,0.811937,0.758568,0.713653,0.831311,0.797353,0.715006
010,58,11,0.743003,1.637597,0.750388,0.687877,0.763606,0.746620,0.739677,0.765402,0.689536,0.747613,0.751257,0.758592,0.764338,0.751355
010,58,5,0.576302,1.931255,0.588281,0.533594,0.596875,0.588281,0.549219,0.599219,0.533594,0.549219,0.590625,0.596875,0.599219,0.590625
010,58,8,0.666246,1.787009,0.672053,0.613297,0.686319,0.674861,0.664297,0.694137,0.610424,0.657276,0.674417,0.683845,0.689084,0.675785
010,59_001,11,0.746730,1.951617,0.684902,0.648053,0.689139,0.686013,0.835005,0.845215,0.649083,0.838047,0.780577,0.685000,0.842682,0.775625
010,59_001,5,0.650260,1.901814,0.579688,0.707812,0.603125,0.579688,0.671094,0.686719,0.707812,0.671094,0.653125,0.603125,0.686719,0.653125
010,59_001,8,0.701925,1.933879,0.624426,0.629925,0.630278,0.625699,0.792055,0.790645,0.632047,0.793175,0.741048,0.630623,0.792745,0.738256
010,59_010,11,0.949030,0.441019,0.992502,0.984786,0.910998,0.993149,0.985971,0.909229,0.986837,0.985050,0.908004,0.910821,0.910675,0.909652
010,59_010,5,0.775000,1.420127,0.962500,0.850000,0.662500,0.962500,0.850000,0.662500,0.850000,0.850000,0.662500,0.662500,0.662500,0.662500
010,59_010,8,0.897021,0.775295,0.993725,0.966514,0.814850,0.993014,0.965818,0.818014,0.968044,0.967493,0.814976,0.821229,0.822325,0.819386
010,59_011,11,0.870764,0.996310,0.873969,0.947864,0.845491,0.879144,0.877099,0.842522,0.946203,0.879218,0.836332,0.844358,0.840219,0.836734
010,59_011,5,0.711719,1.659896,0.750000,0.821875,0.662500,0.750000,0.745313,0.668750,0.821875,0.745313,0.621875,0.662500,0.668750,0.621875
010,59_011,8,0.804133,1.289310,0.815009,0.900324,0.774969,0.814151,0.807257,0.767601,0.901362,0.805718,0.755176,0.778793,0.770406,0.758524
010,59_100,11,0.767530,1.663404,0.823248,0.731955,0.842908,0.825198,0.684838,0.813023,0.732039,0.684323,0.708815,0.841012,0.811914,0.711845
010,59_100,5,0.662760,1.852265,0.665625,0.757031,0.631250,0.665625,0.639844,0.682031,0.757031,0.639844,0.600781,0.631250,0.682031,0.600781
010,59_100,8,0.720125,1.709992,0.766849,0.717143,0.773886,0.762933,0.652716,0.761642,0.712040,0.652616,0.655369,0.771890,0.761683,0.652957
010,59_101,11,0.765924,1.932910,0.640207,0.658814,0.656321,0.639650,0.867395,0.899181,0.662362,0.867114,0.869726,0.659766,0.900780,0.872898
010,59_101,5,0.631380,1.990380,0.542969,0.632812,0.529687,0.542969,0.679688,0.743750,0.632812,0.679688,0.659375,0.529687,0.743750,0.659375
010,59_101,8,0.707975,1.992904,0.578990,0.621351,0.587852,0.572191,0.799142,0.854819,0.619789,0.804414,0.801612,0.586433,0.860378,0.808088
010,59_110,11,0.943655,0.474864,0.983575,0.990233,0.904232,0.982324,0.976020,0.897883,0.990138,0.976397,0.902252,0.910574,0.903954,0.907065
010,59_110,5,0.754557,1.509687,0.822656,0.932813,0.643750,0.822656,0.832031,0.649219,0.932813,0.832031,0.646875,0.643750,0.649219,0.646875
010,59_110,8,0.883617,0.832643,0.952153,0.982238,0.806316,0.950167,0.944785,0.800169,0.984015,0.946617,0.804866,0.813263,0.806861,0.812012
010,59_codon,11,0.892345,0.803026,0.913866,0.930925,0.845958,0.911595,0.981226,0.835959,0.927758,0.981332,0.850188,0.843012,0.834953,0.848789
010,59_codon,5,0.742708,1.492666,0.746875,0.912500,0.690625,0.746875,0.790625,0.631250,0.912500,0.790625,0.684375,0.690625,0.631250,0.684375
010,59_codon,8,0.837146,1.027162,0.852400,0.912916,0.783710,0.850173,0.931216,0.753153,0.912183,0.930421,0.794538,0.783981,0.752576,0.791163
010,59,11,0.694467,1.934115,0.675326,0.679163,0.671672,0.676259,0.717368,0.703252,0.684932,0.716435,0.720105,0.673014,0.699153,0.716603
010,59,5,0.559115,1.967556,0.536719,0.546094,0.586719,0.536719,0.567187,0.562500,0.546094,0.567187,0.555469,0.586719,0.562500,0.555469
010,59,8,0.633104,1.956322,0.611263,0.613556,0.624620,0.614641,0.652119,0.648362,0.616673,0.650181,0.651334,0.622474,0.643281,0.648970
010,5_001,11,0.749279,1.855886,0.682602,0.787668,0.822954,0.681878,0.713948,0.704785,0.782247,0.708272,0.790776,0.820625,0.703081,0.792477
010,5_001,5,0.634896,1.918172,0.557813,0.597656,0.687500,0.557813,0.696094,0.610156,0.597656,0.696094,0.660156,0.687500,0.610156,0.660156
010,5_001,8,0.698342,1.883669,0.620381,0.723480,0.781734,0.620516,0.675099,0.638128,0.728876,0.678688,0.740346,0.789786,0.642778,0.741086
010,5_010,11,0.951542,0.432992,0.994940,0.990317,0.912490,0.994451,0.988757,0.909658,0.992128,0.989252,0.911320,0.912149,0.910749,0.910196
010,5_010,5,0.773958,1.421525,0.960156,0.849219,0.660937,0.960156,0.850000,0.661719,0.849219,0.850000,0.661719,0.660937,0.661719,0.661719
010,5_010,8,0.898379,0.767622,0.993839,0.971433,0.819654,0.993191,0.968209,0.819115,0.971390,0.969895,0.819020,0.817192,0.817595,0.817343
010,5_011,11,0.788515,1.508234,0.702160,0.819998,0.822306,0.701232,0.767082,0.750857,0.816377,0.769881,0.867482,0.821656,0.752620,0.870759
010,5_011,5,0.699609,1.694924,0.671094,0.733594,0.653906,0.671094,0.777344,0.650781,0.733594,0.777344,0.710938,0.653906,0.650781,0.710938
010,5_011,8,0.749579,1.544149,0.671671,0.783312,0.763885,0.670695,0.740600,0.705847,0.785480,0.745130,0.825581,0.770984,0.706467,0.824029
010,5_100,11,0.767300,1.842492,0.844496,0.701231,0.812598,0.844573,0.698421,0.856285,0.701411,0.694445,0.691054,0.813095,0.858369,0.690801
010,5_100,5,0.641536,1.906812,0.702344,0.698438,0.653906,0.702344,0.575781,0.678906,0.698438,0.575781,0.539844,0.653906,0.678906,0.539844
010,5_100,8,0.712250,1.882762,0.791780,0.670887,0.769219,0.796448,0.618159,0.805153,0.665720,0.616236,0.622066,0.768175,0.800160,0.624170
010,5_101,11,0.735218,1.916961,0.692545,0.771487,0.764845,0.700394,0.683984,0.750322,0.774866,0.685104,0.737544,0.770251,0.754360,0.735551
010,5_101,5,0.617708,1.961575,0.626563,0.714844,0.599219,0.626563,0.582812,0.633594,0.714844,0.582812,0.549219,0.599219,0.633594,0.549219
010,5_101,8,0.683137,1.937076,0.658984,0.743926,0.710679,0.664793,0.632718,0.708714,0.738760,0.623966,0.649437,0.712801,0.702009,0.650794
010,5_110,11,0.924252,0.583675,0.956344,0.950696,0.874499,0.958884,0.979315,0.887955,0.952059,0.978867,0.893242,0.877171,0.887550,0.894104
010,5_110,5,0.742969,1.551139,0.870313,0.807031,0.637500,0.870313,0.846094,0.637500,0.807031,0.846094,0.659375,0.637500,0.637500,0.659375
010,5_110,8,0.863817,0.925958,0.931867,0.913702,0.788406,0.932844,0.949063,0.796151,0.916478,0.947931,0.803670,0.788085,0.795290,0.803786
010,5_codon,11,0.855282,0.978865,0.894201,0.904201,0.866392,0.895316,0.830719,0.812382,0.904180,0.833983,0.822247,0.866990,0.812975,0.820469
010,5_codon,5,0.732422,1.531362,0.896875,0.779687,0.675781,0.896875,0.750781,0.648438,0.779687,0.750781,0.642969,0.675781,0.648438,0.642969
010,5_codon,8,0.812433,1.104877,0.896117,0.850425,0.815451,0.898164,0.790077,0.762867,0.852791,0.795618,0.757653,0.814729,0.762126,0.750392
010,5,11,0.713909,1.782609,0.744099,0.721077,0.679040,0.745991,0.770137,0.690898,0.725333,0.773883,0.668977,0.681950,0.695303,0.670768
010,5,5,0.555990,1.978365,0.557031,0.593750,0.511719,0.557031,0.612500,0.535937,0.593750,0.612500,0.525000,0.511719,0.535937,0.525000
010,5,8,0.640721,1.886962,0.663101,0.659737,0.603646,0.656908,0.705111,0.621568,0.656172,0.704151,0.597563,0.601481,0.622236,0.595436
010,60_001,11,0.743933,1.965325,0.830372,0.857774,0.651950,0.829987,0.819548,0.649571,0.853064,0.819153,0.651503,0.652878,0.653098,0.655626
010,60_001,5,0.643490,1.931991,0.703125,0.706250,0.591406,0.703125,0.635938,0.678125,0.706250,0.635938,0.546094,0.591406,0.678125,0.546094
010,60_001,8,0.699542,1.963053,0.781088,0.819472,0.600860,0.778531,0.757500,0.636450,0.820598,0.757471,0.604342,0.601541,0.636323,0.600040
010,60_010,11,0.946103,0.445118,0.907478,0.903629,0.907001,0.910929,0.982461,0.989999,0.900566,0.982393,0.984680,0.906556,0.989847,0.986402
010,60_010,5,0.775000,1.420127,0.662500,0.662500,0.662500,0.662500,0.850000,0.962500,0.662500,0.850000,0.850000,0.662500,0.962500,0.850000
010,60_010,8,0.893183,0.776445,0.816361,0.812757,0.815310,0.815589,0.962327,0.989644,0.809901,0.961262,0.963356,0.816967,0.989439,0.964965
010,60_011,11,0.855745,1.163129,0.851562,0.949722,0.860268,0.850346,0.839037,0.794971,0.950509,0.844581,0.837527,0.855930,0.796209,0.836352
010,60_011,5,0.721615,1.627645,0.762500,0.695312,0.807031,0.762500,0.646094,0.784375,0.695312,0.646094,0.634375,0.807031,0.784375,0.634375
010,60_011,8,0.809629,1.289331,0.824552,0.877241,0.838636,0.816525,0.776056,0.772680,0.875523,0.777907,0.773371,0.836459,0.772343,0.774544
010,60_100,11,0.773173,1.834447,0.839711,0.845999,0.697136,0.839082,0.864940,0.669749,0.847189,0.865930,0.712207,0.697571,0.680640,0.714575
010,60_100,5,0.659766,1.857532,0.671094,0.648438,0.578125,0.671094,0.700000,0.624219,0.648438,0.700000,0.736719,0.578125,0.624219,0.736719
010,60_100,8,0.724396,1.810668,0.791142,0.787075,0.639917,0.789111,0.801710,0.631768,0.787555,0.803842,0.688619,0.645256,0.638309,0.689043
010,60_101,11,0.749642,1.847470,0.699451,0.691725,0.788795,0.700288,0.843712,0.738294,0.696353,0.846416,0.735910,0.789687,0.736169,0.728405
010,60_101,5,0.612240,1.995920,0.553906,0.585938,0.714063,0.553906,0.725000,0.531250,0.585938,0.725000,0.563281,0.714063,0.531250,0.563281
010,60_101,8,0.690383,1.956897,0.633245,0.630536,0.761950,0.631933,0.815163,0.649417,0.627474,0.816987,0.645483,0.763574,0.656384,0.652285
010,60_110,11,0.850130,1.008987,0.798920,0.820958,0.795709,0.795939,0.858716,0.957344,0.825202,0.860641,0.867605,0.793745,0.959478,0.866734
010,60_110,5,0.715755,1.653706,0.682031,0.642188,0.641406,0.682031,0.746094,0.873437,0.642188,0.746094,0.709375,0.641406,0.873437,0.709375
010,60_110,8,0.796117,1.259825,0.745824,0.749335,0.725809,0.746977,0.815594,0.938648,0.748780,0.815244,0.803595,0.726034,0.937682,0.799316
010,60_codon,11,0.861630,1.062261,0.810140,0.868488,0.884113,0.815938,0.830091,0.841704,0.865678,0.824692,0.938882,0.883101,0.837111,0.939153
010,60_codon,5,0.666276,1.850301,0.607812,0.654687,0.715625,0.607812,0.596875,0.676562,0.654687,0.596875,0.746094,0.715625,0.676562,0.746094
010,60_codon,8,0.778192,1.436387,0.715420,0.778788,0.811994,0.712928,0.724805,0.753209,0.781337,0.731980,0.876832,0.811437,0.759606,0.877977
010,60,11,0.728539,1.863305,0.743416,0.736402,0.691178,0.747391,0.779717,0.720156,0.735690,0.777737,0.699654,0.694931,0.718198,0.698472
010,60,5,0.597135,1.925789,0.580469,0.553125,0.561719,0.580469,0.617188,0.645312,0.553125,0.617188,0.625000,0.561719,0.645312,0.625000
010,60,8,0.668942,1.876457,0.675575,0.660722,0.628896,0.675057,0.712665,0.673471,0.675925,0.719411,0.649352,0.628293,0.672655,0.654491
010,61_001,11,0.749676,1.811612,0.807448,0.687098,0.797190,0.809061,0.714030,0.794166,0.688382,0.710316,0.701731,0.794867,0.791951,0.699902
010,61_001,5,0.633854,1.918122,0.668750,0.596875,0.670312,0.668750,0.561719,0.614062,0.596875,0.561719,0.691406,0.670312,0.614062,0.691406
010,61_001,8,0.699921,1.857622,0.761666,0.629895,0.755173,0.763264,0.648800,0.742367,0.629419,0.641470,0.664575,0.754359,0.742435,0.666433
010,61_010,11,0.952100,0.430102,0.915579,0.914561,0.913288,0.913448,0.989677,0.994442,0.910901,0.991079,0.989641,0.909985,0.994324,0.988251
010,61_010,5,0.775000,1.420127,0.662500,0.662500,0.662500,0.662500,0.850000,0.962500,0.662500,0.850000,0.850000,0.662500,0.962500,0.850000
010,61_010,8,0.897754,0.771007,0.821230,0.820229,0.820279,0.817136,0.970448,0.992910,0.813758,0.968297,0.968750,0.815306,0.992542,0.971670
010,61_011,11,0.842433,1.144897,0.769516,0.868702,0.922619,0.755176,0.815298,0.774976,0.870200,0.824152,0.905780,0.921161,0.782779,0.900873
010,61_011,5,0.706771,1.655573,0.635156,0.726562,0.717969,0.635156,0.701562,0.629687,0.726562,0.701562,0.829688,0.717969,0.629687,0.829688
010,61_011,8,0.786950,1.334067,0.700303,0.807373,0.845183,0.697343,0.781264,0.711555,0.803624,0.784853,0.877259,0.844273,0.715512,0.875207
010,61_100,11,0.752670,1.837560,0.689004,0.713075,0.681878,0.684231,0.805121,0.817652,0.713492,0.803741,0.801852,0.688969,0.827282,0.805821
010,61_100,5,0.631250,1.901144,0.588281,0.707031,0.547656,0.588281,0.646094,0.679688,0.707031,0.646094,0.618750,0.547656,0.679688,0.618750
010,61_100,8,0.703188,1.860341,0.626391,0.683313,0.624844,0.621899,0.744448,0.786515,0.681686,0.743805,0.757604,0.624544,0.784491,0.759066
010,61_101,11,0.745285,1.904462,0.801033,0.698075,0.696147,0.796738,0.754911,0.720406,0.698959,0.755945,0.803726,0.696675,0.717729,0.803071
010,61_101,5,0.635026,1.960927,0.727344,0.553125,0.606250,0.727344,0.552344,0.600000,0.553125,0.552344,0.771094,0.606250,0.600000,0.771094
010,61_101,8,0.695867,1.915977,0.783970,0.632240,0.644701,0.781851,0.666202,0.659329,0.633852,0.670437,0.781693,0.648524,0.661905,0.785754
010,61_110,11,0.842836,1.019171,0.844680,0.896719,0.886957,0.844302,0.795142,0.806963,0.897885,0.799350,0.820861,0.888568,0.809716,0.823333
010,61_110,5,0.727083,1.575865,0.690625,0.905469,0.709375,0.690625,0.699219,0.639844,0.905469,0.699219,0.717969,0.709375,0.639844,0.717969
010,61_110,8,0.803662,1.156008,0.798554,0.915194,0.828630,0.796609,0.751300,0.740098,0.916646,0.757847,0.777722,0.834435,0.745140,0.782628
010,61_codon,11,0.842421,0.996244,0.851116,0.923015,0.880498,0.850531,0.802387,0.784210,0.922227,0.801957,0.817483,0.876854,0.786090,0.813178
010,61_codon,5,0.728776,1.545998,0.732812,0.929688,0.695312,0.732812,0.714063,0.617188,0.929688,0.714063,0.683594,0.695312,0.617188,0.683594
010,61_codon,8,0.808279,1.119834,0.808368,0.936709,0.832630,0.808584,0.764862,0.723844,0.935502,0.766125,0.777612,0.833833,0.728267,0.783273
010,61,11,0.715082,1.907146,0.731527,0.747984,0.696323,0.725796,0.729912,0.690901,0.746846,0.735282,0.701865,0.688215,0.691886,0.694466
010,61,5,0.568750,1.952710,0.578125,0.608594,0.563281,0.578125,0.572656,0.526563,0.608594,0.572656,0.563281,0.563281,0.526563,0.563281
010,61,8,0.642183,1.952182,0.666284,0.676408,0.622052,0.663514,0.656645,0.610553,0.675004,0.652988,0.628426,0.620902,0.607990,0.624634
010,62_001,11,0.757648,1.780137,0.692597,0.784209,0.798468,0.698412,0.716695,0.717967,0.790708,0.716160,0.832602,0.800262,0.714878,0.828723
010,62_001,5,0.653125,1.884356,0.628906,0.655469,0.682813,0.628906,0.731250,0.588281,0.655469,0.731250,0.632031,0.682813,0.588281,0.632031
010,62_001,8,0.708579,1.809415,0.640974,0.738008,0.767719,0.639865,0.695672,0.655071,0.732993,0.690698,0.764330,0.761412,0.651501,0.765774
010,62_010,11,0.956561,0.403389,0.995925,0.916721,0.995379,0.995669,0.916248,0.998508,0.916256,0.916548,0.916402,0.994109,0.998807,0.917386
010,62_010,5,0.775000,1.420127,0.850000,0.662500,0.850000,0.850000,0.662500,0.962500,0.662500,0.662500,0.662500,0.850000,0.962500,0.662500
010,62_010,8,0.898904,0.770484,0.973882,0.819524,0.972931,0.972923,0.816326,0.996671,0.815936,0.817043,0.817194,0.970860,0.996601,0.814915
010,62_011,11,0.835661,1.023606,0.857676,0.796768,0.793688,0.860226,0.901528,0.851944,0.799236,0.902910,0.810877,0.796735,0.849877,0.807740
010,62_011,5,0.727083,1.582128,0.702344,0.671094,0.635938,0.702344,0.905469,0.742188,0.671094,0.905469,0.705469,0.635938,0.742188,0.705469
010,62_011,8,0.800996,1.132386,0.805964,0.753427,0.734114,0.810641,0.916105,0.825268,0.750337,0.915198,0.776657,0.730313,0.816678,0.775160
010,62_100,11,0.747079,1.979581,0.855843,0.833376,0.665071,0.855939,0.845700,0.643899,0.834853,0.848928,0.633168,0.664937,0.647304,0.636783
010,62_100,5,0.642448,1.924288,0.719531,0.662500,0.685156,0.719531,0.689844,0.572656,0.662500,0.689844,0.525000,0.685156,0.572656,0.525000
010,62_100,8,0.703575,1.974272,0.818631,0.789311,0.636164,0.813195,0.795211,0.586665,0.794268,0.803553,0.584195,0.646206,0.595268,0.583783
010,62_101,11,0.754164,1.926497,0.799251,0.840414,0.657474,0.794907,0.854477,0.692598,0.836222,0.853483,0.690279,0.654021,0.688658,0.688042
010,62_101,5,0.639714,1.945526,0.645312,0.672656,0.650781,0.645312,0.713281,0.575781,0.672656,0.713281,0.580469,0.650781,0.575781,0.580469
010,62_101,8,0.705704,1.924988,0.751511,0.785525,0.631687,0.751853,0.807859,0.629147,0.780932,0.804116,0.631416,0.628247,0.632166,0.632618
010,62_110,11,0.793336,1.596217,0.720635,0.771811,0.703991,0.717412,0.871127,0.855167,0.770922,0.872306,0.840256,0.701530,0.853188,0.840109
010,62_110,5,0.685677,1.793402,0.703125,0.653125,0.603125,0.703125,0.713281,0.783594,0.653125,0.713281,0.657813,0.603125,0.783594,0.657813
010,62_110,8,0.747754,1.685130,0.672838,0.729178,0.627826,0.679984,0.836946,0.833600,0.735588,0.836869,0.781025,0.636145,0.827946,0.775472
010,62_codon,11,0.838294,1.070820,0.881874,0.867784,0.878595,0.881078,0.807268,0.807560,0.867371,0.807803,0.785424,0.881448,0.812117,0.779847
010,62_codon,5,0.708724,1.603234,0.851562,0.741406,0.726562,0.851562,0.655469,0.673438,0.741406,0.655469,0.603906,0.726562,0.673438,0.603906
010,62_codon,8,0.793421,1.227760,0.884300,0.823929,0.823479,0.882172,0.755537,0.766710,0.823009,0.753872,0.706814,0.821734,0.767772,0.712117
010,62,11,0.722245,1.774506,0.781924,0.714213,0.662568,0.775737,0.770663,0.720940,0.713658,0.779186,0.682020,0.664025,0.722087,0.680349
010,62,5,0.573307,1.929831,0.590625,0.518750,0.556250,0.590625,0.571875,0.650000,0.518750,0.571875,0.552344,0.556250,0.650000,0.552344
010,62,8,0.651208,1.858707,0.695528,0.622748,0.603825,0.701837,0.691928,0.672161,0.621434,0.691321,0.625162,0.599920,0.669300,0.618434
010,63_001,11,0.749827,1.891714,0.691682,0.701691,0.697174,0.693886,0.842484,0.795068,0.698146,0.839983,0.778628,0.694705,0.788338,0.777987
010,63_001,5,0.637760,1.933804,0.554688,0.592187,0.692969,0.554688,0.673438,0.637500,0.592187,0.673438,0.675781,0.692969,0.637500,0.675781
010,63_001,8,0.696454,1.911127,0.623560,0.632768,0.664620,0.622913,0.782406,0.740408,0.629100,0.786325,0.741799,0.658040,0.737072,0.737172
010,63_010,11,0.943494,0.476873,0.908913,0.907206,0.911564,0.902737,0.978289,0.979233,0.899307,0.980511,0.983358,0.907674,0.980525,0.982777
010,63_010,5,0.773828,1.421062,0.662500,0.661719,0.662500,0.662500,0.847656,0.960938,0.661719,0.847656,0.847656,0.662500,0.960938,0.847656
010,63_010,8,0.891642,0.779901,0.814359,0.811646,0.815715,0.815427,0.959443,0.981587,0.814757,0.959456,0.961672,0.821950,0.980095,0.961878
010,63_011,11,0.889697,0.782182,0.917544,0.846445,0.926449,0.918497,0.852353,0.925319,0.850996,0.850304,0.868957,0.926510,0.924941,0.867944
010,63_011,5,0.734115,1.585509,0.851562,0.641406,0.832031,0.851562,0.617188,0.812500,0.641406,0.617188,0.650000,0.832031,0.812500,0.650000
010,63_011,8,0.836767,1.060569,0.883856,0.773725,0.902495,0.884938,0.767777,0.896540,0.771938,0.768574,0.792671,0.907772,0.894554,0.795220
010,63_100,11,0.749655,1.926691,0.796669,0.774677,0.688816,0.799395,0.848052,0.701253,0.776688,0.844333,0.686069,0.685123,0.703189,0.689987
010,63_100,5,0.636979,1.916546,0.689063,0.641406,0.687500,0.689063,0.682031,0.583594,0.641406,0.682031,0.538281,0.687500,0.583594,0.538281
010,63_100,8,0.700937,1.920446,0.757364,0.730449,0.661217,0.748916,0.800937,0.634112,0.727131,0.799586,0.623896,0.664821,0.637987,0.625268
010,63_101,11,0.760688,1.883877,0.820009,0.823589,0.697581,0.817436,0.870100,0.675051,0.821488,0.868929,0.683900,0.694309,0.672644,0.681354
010,63_101,5,0.639583,1.950094,0.664062,0.656250,0.675781,0.664062,0.712500,0.563281,0.656250,0.712500,0.565625,0.675781,0.563281,0.565625
010,63_101,8,0.709479,1.927883,0.769551,0.768949,0.663394,0.771990,0.808661,0.611336,0.776179,0.814648,0.622502,0.666216,0.618418,0.621622
010,63_110,11,0.792376,1.557227,0.854469,0.848242,0.752385,0.857544,0.824902,0.742004,0.848615,0.819716,0.733564,0.751499,0.743311,0.730885
010,63_110,5,0.688672,1.777230,0.692969,0.692969,0.682031,0.692969,0.665625,0.735938,0.692969,0.665625,0.662500,0.682031,0.735938,0.662500
010,63_110,8,0.750475,1.594150,0.785607,0.802103,0.712399,0.784743,0.767116,0.719962,0.807050,0.766986,0.707567,0.719962,0.723930,0.707655
010,63_codon,11,0.832636,1.181040,0.787925,0.838926,0.898722,0.791157,0.803159,0.824280,0.840909,0.807976,0.841271,0.898017,0.820331,0.838993
010,63_codon,5,0.692578,1.678659,0.703906,0.726562,0.805469,0.703906,0.636719,0.639062,0.726562,0.636719,0.643750,0.805469,0.639062,0.643750
010,63_codon,8,0.770904,1.400998,0.735428,0.779331,0.869944,0.719086,0.733223,0.741372,0.776828,0.737864,0.769273,0.870382,0.750904,0.767319
