mapping,ordering,w,global_masking_rate,entropy,A->C,A->G,A->T,C->A,C->G,C->T,G->A,G->C,G->T,T->A,T->C,T->G
110,77_codon,5,0.492188,3.606183,0.436719,0.638281,0.467969,0.436719,0.456250,0.464844,0.638281,0.456250,0.489062,0.467969,0.464844,0.489062
110,77_codon,8,0.651512,2.918285,0.602690,0.848618,0.629141,0.599379,0.604338,0.582098,0.847350,0.609442,0.637576,0.632988,0.589339,0.635775
110,77,11,0.648376,3.161888,0.642019,0.694580,0.612479,0.633702,0.720451,0.594882,0.689903,0.721827,0.629004,0.612907,0.601953,0.629013
110,77,5,0.396484,3.839831,0.415625,0.425781,0.392969,0.415625,0.447656,0.344531,0.425781,0.447656,0.352344,0.392969,0.344531,0.352344
110,77,8,0.548133,3.508495,0.548324,0.582146,0.521778,0.547699,0.622008,0.498526,0.588638,0.622256,0.518622,0.517844,0.496612,0.512122
110,78_001,11,0.654091,3.520226,0.713900,0.716096,0.580766,0.714053,0.707001,0.623572,0.716914,0.705947,0.580892,0.586120,0.621386,0.581301
110,78_001,5,0.425651,3.873670,0.400000,0.434375,0.315625,0.400000,0.476562,0.541406,0.434375,0.476562,0.385938,0.315625,0.541406,0.385938
110,78_001,8,0.562483,3.738865,0.615400,0.621662,0.474575,0.615953,0.616756,0.571701,0.624183,0.617801,0.475592,0.471980,0.569315,0.476015
110,78_010,11,0.732403,2.272195,0.651880,0.660376,0.647903,0.640600,0.816584,0.816914,0.657537,0.815055,0.818792,0.637363,0.812673,0.814931
110,78_010,5,0.532422,3.232280,0.457812,0.453906,0.464063,0.457812,0.578906,0.581250,0.453906,0.578906,0.658594,0.464063,0.581250,0.658594
110,78_010,8,0.663754,2.609468,0.565471,0.579223,0.561535,0.565415,0.754777,0.748525,0.569965,0.755987,0.781733,0.557635,0.745521,0.780460
110,78_011,11,0.673230,3.191606,0.731815,0.690320,0.599193,0.736247,0.741146,0.700184,0.688316,0.732163,0.584092,0.593220,0.695902,0.583942
110,78_011,5,0.468620,3.568546,0.423438,0.426562,0.368750,0.423438,0.534375,0.584375,0.426562,0.534375,0.474219,0.368750,0.584375,0.474219
110,78_011,8,0.599433,3.254847,0.618668,0.589385,0.508211,0.625038,0.669558,0.669909,0.590812,0.664956,0.539987,0.513683,0.661743,0.541656
110,78_100,11,0.724379,2.404802,0.818432,0.652949,0.817273,0.812710,0.627680,0.812418,0.649775,0.632251,0.619254,0.813867,0.812525,0.621895
110,78_100,5,0.517318,3.281666,0.572656,0.438281,0.642969,0.572656,0.435937,0.581250,0.438281,0.435937,0.432813,0.642969,0.581250,0.432813
110,78_100,8,0.652492,2.687616,0.741594,0.559630,0.770772,0.749799,0.548408,0.756851,0.561904,0.550139,0.538473,0.771674,0.751713,0.531843
110,78_101,11,0.662682,3.453414,0.703018,0.707495,0.605795,0.701489,0.760319,0.589633,0.703972,0.757362,0.609184,0.609413,0.593323,0.609852
110,78_101,5,0.438802,3.837248,0.460938,0.419531,0.528906,0.460938,0.472656,0.392188,0.419531,0.472656,0.358594,0.528906,0.392188,0.358594
110,78_101,8,0.572446,3.679528,0.604403,0.605052,0.553137,0.600398,0.669851,0.499005,0.603840,0.674256,0.510907,0.547694,0.495669,0.504932
110,78_110,11,0.761945,2.140350,0.682182,0.669101,0.718916,0.686845,0.796302,0.878604,0.668343,0.795646,0.827325,0.716107,0.877359,0.825638
110,78_110,5,0.550651,3.124489,0.537500,0.457812,0.538281,0.537500,0.554688,0.664844,0.457812,0.554688,0.550781,0.538281,0.664844,0.550781
110,78_110,8,0.683675,2.490758,0.623871,0.584838,0.653422,0.623120,0.699469,0.823291,0.581606,0.696658,0.729230,0.647267,0.815550,0.724718
110,78_codon,11,0.754070,2.032264,0.808794,0.730390,0.784334,0.809196,0.732284,0.773819,0.730287,0.730104,0.693231,0.785491,0.774492,0.695790
110,78_codon,5,0.543229,3.168813,0.593750,0.553125,0.542188,0.593750,0.522656,0.553906,0.553125,0.522656,0.493750,0.542188,0.553906,0.493750
110,78_codon,8,0.681321,2.432654,0.757116,0.682225,0.699094,0.749375,0.654777,0.687444,0.675090,0.659898,0.609156,0.697196,0.699700,0.604006
110,78,11,0.637276,3.411409,0.697024,0.661924,0.588220,0.700127,0.664722,0.645769,0.662081,0.663920,0.561666,0.593294,0.645717,0.562087
110,78,5,0.400521,3.814950,0.397656,0.396875,0.412500,0.397656,0.378125,0.478906,0.396875,0.378125,0.339063,0.412500,0.478906,0.339063
110,78,8,0.544938,3.566670,0.587673,0.571220,0.521560,0.585786,0.552618,0.572918,0.571621,0.550175,0.475162,0.515356,0.565393,0.470062
110,79_001,11,0.648767,3.553064,0.766776,0.681473,0.589387,0.771567,0.691417,0.587641,0.682207,0.687713,0.576215,0.589124,0.588835,0.575104
110,79_001,5,0.426562,3.835373,0.454688,0.445312,0.360156,0.454688,0.428125,0.342187,0.445312,0.428125,0.528906,0.360156,0.342187,0.528906
110,79_001,8,0.563371,3.673548,0.659727,0.604213,0.488872,0.662717,0.604462,0.485920,0.605704,0.599372,0.532347,0.493473,0.488401,0.534043
110,79_010,11,0.722382,2.307608,0.821964,0.653339,0.823442,0.820441,0.628567,0.798626,0.649644,0.631701,0.603334,0.827078,0.803910,0.606468
110,79_010,5,0.509245,3.304822,0.549219,0.442187,0.559375,0.549219,0.425781,0.650781,0.442187,0.425781,0.428125,0.559375,0.650781,0.428125
110,79_010,8,0.647075,2.657487,0.743074,0.560743,0.755631,0.739508,0.533434,0.764307,0.554763,0.539694,0.528317,0.750288,0.767863,0.528066
110,79_011,11,0.721406,2.384513,0.844704,0.616663,0.826154,0.838478,0.618289,0.833604,0.615163,0.616477,0.587299,0.828130,0.839702,0.590175
110,79_011,5,0.496484,3.433183,0.575781,0.396094,0.571094,0.575781,0.382031,0.678125,0.396094,0.382031,0.375781,0.571094,0.678125,0.375781
110,79_011,8,0.646350,2.735239,0.771440,0.522302,0.761201,0.774126,0.518285,0.816399,0.521874,0.520524,0.496875,0.756466,0.803942,0.492821
110,79_100,11,0.724294,2.307570,0.649742,0.797593,0.794854,0.645321,0.655023,0.636533,0.793136,0.650767,0.814004,0.792862,0.642740,0.816886
110,79_100,5,0.516146,3.296252,0.446094,0.552344,0.563281,0.446094,0.449219,0.442187,0.552344,0.449219,0.643750,0.563281,0.442187,0.643750
110,79_100,8,0.654162,2.606364,0.563197,0.724759,0.741006,0.566804,0.572266,0.560995,0.725847,0.567679,0.758068,0.743988,0.564128,0.763527
110,79_101,11,0.682806,2.915326,0.685160,0.659453,0.626520,0.683578,0.710930,0.786138,0.656541,0.704377,0.636886,0.622218,0.782117,0.639776
110,79_101,5,0.458333,3.658729,0.430469,0.403906,0.414062,0.430469,0.425000,0.668750,0.403906,0.425000,0.407813,0.414062,0.668750,0.407813
110,79_101,8,0.598950,3.205313,0.572751,0.566296,0.529721,0.575308,0.602716,0.761919,0.570657,0.604172,0.551548,0.534914,0.766357,0.550720
110,79_110,11,0.769755,2.031428,0.710639,0.774796,0.819618,0.713242,0.720839,0.768351,0.773431,0.714931,0.828215,0.816649,0.767265,0.827876
110,79_110,5,0.550911,3.155243,0.550000,0.557031,0.601562,0.550000,0.487500,0.542188,0.557031,0.487500,0.567187,0.601562,0.542188,0.567187
110,79_110,8,0.690638,2.444589,0.638588,0.695347,0.747994,0.643724,0.626915,0.688482,0.696066,0.631823,0.733964,0.755889,0.691363,0.738927
110,79_codon,11,0.739245,2.211859,0.752885,0.647290,0.756998,0.756058,0.686889,0.840484,0.648491,0.689904,0.749737,0.750955,0.842100,0.749281
110,79_codon,5,0.536719,3.146009,0.543750,0.465625,0.550781,0.543750,0.503906,0.596875,0.465625,0.503906,0.559375,0.550781,0.596875,0.559375
110,79_codon,8,0.669608,2.524841,0.677237,0.576445,0.685152,0.668861,0.619667,0.777393,0.572991,0.621271,0.684119,0.689148,0.783418,0.681643
110,79,11,0.640509,3.168521,0.664346,0.647983,0.627209,0.661029,0.640568,0.609206,0.648266,0.640494,0.654040,0.630394,0.608726,0.653814
110,79,5,0.410677,3.720535,0.363281,0.403125,0.440625,0.363281,0.406250,0.391406,0.403125,0.406250,0.459375,0.440625,0.391406,0.459375
110,79,8,0.548175,3.388284,0.542041,0.544705,0.555462,0.535392,0.539848,0.514517,0.544354,0.540084,0.596745,0.552997,0.523879,0.588363
110,7_001,11,0.662200,3.506813,0.709695,0.601791,0.726800,0.704010,0.613739,0.710840,0.606708,0.615292,0.613546,0.721885,0.708977,0.613060
110,7_001,5,0.435677,3.837538,0.416406,0.328906,0.430469,0.416406,0.437500,0.497656,0.328906,0.437500,0.503125,0.430469,0.497656,0.503125
110,7_001,8,0.578779,3.665690,0.607815,0.502502,0.638933,0.619482,0.536203,0.636969,0.507400,0.535182,0.538213,0.641031,0.637921,0.541169
110,7_010,11,0.725927,2.340647,0.812591,0.802813,0.590978,0.812271,0.883768,0.642847,0.803051,0.884650,0.624238,0.591567,0.639273,0.622289
110,7_010,5,0.511979,3.321595,0.585938,0.554688,0.423438,0.585938,0.636719,0.429688,0.554688,0.636719,0.441406,0.423438,0.429688,0.441406
110,7_010,8,0.647142,2.672325,0.745896,0.725767,0.513378,0.745453,0.816799,0.550763,0.726951,0.816754,0.537273,0.510680,0.544878,0.535312
110,7_011,11,0.724809,2.464983,0.616916,0.619222,0.605387,0.616144,0.829059,0.826156,0.613138,0.827191,0.851168,0.602745,0.831724,0.856012
110,7_011,5,0.469271,3.600359,0.364062,0.371094,0.386719,0.364062,0.557813,0.552344,0.371094,0.557813,0.583594,0.386719,0.552344,0.583594
110,7_011,8,0.639904,2.908542,0.511169,0.510870,0.506492,0.516293,0.747132,0.757080,0.523183,0.753075,0.796504,0.507506,0.759916,0.791679
110,7_100,11,0.747458,2.181406,0.817951,0.841857,0.681542,0.817369,0.790661,0.675872,0.840394,0.791078,0.673076,0.685404,0.676341,0.675424
110,7_100,5,0.533464,3.220750,0.650000,0.589844,0.460156,0.650000,0.585156,0.454688,0.589844,0.585156,0.460938,0.460156,0.454688,0.460938
110,7_100,8,0.674233,2.522358,0.780053,0.777783,0.594108,0.768478,0.727204,0.589024,0.768761,0.732940,0.582950,0.590490,0.593893,0.589947
110,7_101,11,0.671506,3.066402,0.729909,0.577724,0.606211,0.730862,0.700357,0.738867,0.578121,0.699273,0.675978,0.609078,0.735473,0.673815
110,7_101,5,0.454688,3.636902,0.646875,0.360156,0.433594,0.646875,0.402344,0.476562,0.360156,0.402344,0.408594,0.433594,0.476562,0.408594
110,7_101,8,0.594683,3.260706,0.725565,0.496613,0.524011,0.725792,0.597334,0.630162,0.500224,0.595739,0.590115,0.530353,0.631343,0.589750
110,7_110,11,0.769094,2.038576,0.832322,0.849339,0.690982,0.831193,0.840172,0.685938,0.849052,0.836409,0.713289,0.693263,0.690946,0.717228
110,7_110,5,0.554818,3.115479,0.621875,0.625000,0.500781,0.621875,0.604688,0.472656,0.625000,0.604688,0.503906,0.500781,0.472656,0.503906
110,7_110,8,0.692375,2.423985,0.765214,0.775629,0.605664,0.771598,0.770383,0.600638,0.781225,0.772239,0.629317,0.610080,0.602441,0.626600
110,7_codon,11,0.767727,2.038016,0.852978,0.831876,0.695495,0.847975,0.842750,0.691419,0.836051,0.843025,0.683907,0.702042,0.695789,0.691198
110,7_codon,5,0.550260,3.178920,0.591406,0.654687,0.481250,0.591406,0.600000,0.493750,0.654687,0.600000,0.480469,0.481250,0.493750,0.480469
110,7_codon,8,0.694921,2.409910,0.778371,0.785205,0.615005,0.777360,0.768996,0.608214,0.790788,0.777873,0.605489,0.621888,0.610880,0.601755
110,7,11,0.634588,3.314040,0.637121,0.681622,0.687039,0.645655,0.562229,0.590013,0.678200,0.563705,0.646911,0.683265,0.588465,0.652438
110,7,5,0.382812,3.862160,0.382031,0.417188,0.398438,0.382031,0.349219,0.352344,0.417188,0.349219,0.397656,0.398438,0.352344,0.397656
110,7,8,0.537308,3.566546,0.547018,0.593811,0.581875,0.540555,0.478945,0.485863,0.588753,0.469533,0.555361,0.573503,0.483837,0.548737
110,80_001,11,0.663461,3.531260,0.716540,0.584329,0.778646,0.714442,0.584235,0.721970,0.585713,0.589496,0.591787,0.779014,0.723622,0.591357
110,80_001,5,0.419792,3.881431,0.384375,0.305469,0.438281,0.384375,0.534375,0.467187,0.305469,0.534375,0.389062,0.438281,0.467187,0.389062
110,80_001,8,0.572696,3.704279,0.615278,0.472825,0.672457,0.619601,0.547367,0.635659,0.478094,0.544186,0.491701,0.672054,0.632453,0.491869
110,80_010,11,0.733203,2.212446,0.844609,0.823801,0.627084,0.844621,0.832218,0.637557,0.820100,0.829585,0.646023,0.622158,0.632532,0.640557
110,80_010,5,0.521484,3.241275,0.600000,0.564063,0.436719,0.600000,0.659375,0.434375,0.564063,0.659375,0.434375,0.436719,0.434375,0.434375
110,80_010,8,0.656654,2.613147,0.781556,0.743355,0.534715,0.782206,0.791261,0.540498,0.748535,0.796104,0.550298,0.529799,0.537029,0.541798
110,80_011,11,0.699539,2.778685,0.614001,0.861265,0.761820,0.613875,0.589911,0.632587,0.860194,0.590880,0.728229,0.765983,0.641356,0.733508
110,80_011,5,0.469661,3.577124,0.455469,0.688281,0.411719,0.455469,0.443750,0.413281,0.688281,0.443750,0.405469,0.411719,0.413281,0.405469
110,80_011,8,0.613350,3.100491,0.530678,0.831630,0.642277,0.531819,0.516160,0.549129,0.826194,0.509859,0.618306,0.637452,0.548405,0.617669
110,80_100,11,0.727727,2.320538,0.776565,0.704837,0.793831,0.772680,0.696544,0.755419,0.703474,0.688744,0.645784,0.790746,0.755194,0.649817
110,80_100,5,0.533854,3.211783,0.553125,0.487500,0.630469,0.553125,0.497656,0.557031,0.487500,0.497656,0.477344,0.630469,0.557031,0.477344
110,80_100,8,0.659646,2.544416,0.705885,0.619738,0.738247,0.698845,0.616625,0.695781,0.616271,0.625939,0.583008,0.737882,0.698619,0.578700
110,80_101,11,0.705576,2.523799,0.619289,0.804800,0.775701,0.620395,0.617497,0.607499,0.803983,0.611679,0.813777,0.772997,0.606587,0.814040
110,80_101,5,0.493229,3.476312,0.385938,0.665625,0.539062,0.385938,0.385938,0.419531,0.665625,0.385938,0.563281,0.539062,0.419531,0.563281
110,80_101,8,0.631075,2.830513,0.529603,0.762428,0.707719,0.523371,0.517895,0.517995,0.764483,0.518854,0.749738,0.710660,0.521265,0.750568
110,80_110,11,0.765552,1.995840,0.699380,0.802854,0.854285,0.697978,0.681355,0.724765,0.800975,0.685990,0.832948,0.853299,0.725993,0.827087
110,80_110,5,0.545182,3.159451,0.512500,0.585938,0.606250,0.512500,0.482812,0.518750,0.585938,0.482812,0.564844,0.606250,0.518750,0.564844
110,80_110,8,0.687871,2.413230,0.614786,0.738681,0.781161,0.622556,0.598464,0.637620,0.744272,0.593893,0.749452,0.786827,0.638059,0.749836
110,80_codon,11,0.764597,2.029713,0.817038,0.862142,0.743635,0.812027,0.786074,0.672514,0.861438,0.790714,0.706145,0.739699,0.679325,0.705101
110,80_codon,5,0.560677,3.083924,0.614062,0.648438,0.517969,0.614062,0.583594,0.515625,0.648438,0.583594,0.484375,0.517969,0.515625,0.484375
110,80_codon,8,0.688129,2.409720,0.746722,0.790635,0.647993,0.747944,0.720712,0.597392,0.795558,0.716736,0.618630,0.653890,0.605804,0.615412
110,80,11,0.633458,3.451218,0.619828,0.599379,0.649151,0.626894,0.634381,0.663351,0.596589,0.629428,0.633719,0.649046,0.667468,0.632045
110,80,5,0.388021,3.855297,0.407031,0.383594,0.407813,0.407031,0.378125,0.372656,0.383594,0.378125,0.378906,0.407813,0.372656,0.378906
110,80,8,0.536887,3.628543,0.542701,0.515294,0.566475,0.534675,0.522983,0.548725,0.513539,0.527351,0.533562,0.561367,0.547608,0.528535
110,81_001,11,0.653691,3.431743,0.609709,0.725195,0.705138,0.607721,0.615852,0.550985,0.729340,0.619968,0.701169,0.710036,0.560780,0.706898
110,81_001,5,0.427604,3.822768,0.332812,0.398438,0.433594,0.332812,0.542188,0.392188,0.398438,0.542188,0.466406,0.433594,0.392188,0.466406
110,81_001,8,0.571979,3.590377,0.519349,0.635245,0.625273,0.512637,0.570292,0.476302,0.630948,0.573334,0.616106,0.614458,0.476657,0.612751
110,81_010,11,0.744215,2.308635,0.632778,0.644771,0.629680,0.635449,0.886689,0.818231,0.644716,0.892638,0.847267,0.630417,0.820681,0.846313
110,81_010,5,0.521354,3.235592,0.431250,0.465625,0.471875,0.431250,0.560937,0.539062,0.465625,0.560937,0.659375,0.471875,0.539062,0.659375
110,81_010,8,0.654092,2.673043,0.513980,0.537600,0.538003,0.522648,0.788406,0.736847,0.551095,0.784527,0.796468,0.546502,0.733158,0.795012
110,81_011,11,0.729497,2.411402,0.630857,0.604217,0.632200,0.626832,0.819853,0.858945,0.598793,0.820119,0.839059,0.627553,0.857112,0.839269
110,81_011,5,0.499219,3.419127,0.411719,0.390625,0.417188,0.411719,0.558594,0.580469,0.390625,0.558594,0.636719,0.417188,0.580469,0.636719
110,81_011,8,0.649987,2.780469,0.528086,0.507153,0.528638,0.520188,0.756709,0.784828,0.508680,0.764626,0.792775,0.529125,0.787587,0.789696
110,81_100,11,0.731770,2.309971,0.804991,0.791336,0.648303,0.802383,0.830324,0.653599,0.789481,0.826300,0.661128,0.650935,0.658377,0.664694
110,81_100,5,0.536589,3.205867,0.604688,0.541406,0.523438,0.604688,0.545312,0.508594,0.541406,0.545312,0.496094,0.523438,0.508594,0.496094
110,81_100,8,0.662087,2.566997,0.743132,0.720998,0.588785,0.745082,0.741299,0.587108,0.715692,0.742506,0.592418,0.590589,0.587692,0.590189
110,81_101,11,0.695964,2.713566,0.709230,0.726124,0.658984,0.708572,0.800944,0.637450,0.720590,0.800161,0.647340,0.656823,0.635472,0.650888
110,81_101,5,0.475000,3.504979,0.528906,0.443750,0.415625,0.528906,0.577344,0.469531,0.443750,0.577344,0.414844,0.415625,0.469531,0.414844
110,81_101,8,0.612600,3.016435,0.625445,0.615160,0.549842,0.626795,0.742054,0.564858,0.618072,0.745515,0.562247,0.554091,0.572385,0.571261
110,81_110,11,0.769830,1.976600,0.744332,0.695868,0.757681,0.741475,0.795153,0.843881,0.688850,0.795796,0.790624,0.752400,0.841514,0.790623
110,81_110,5,0.561198,3.099048,0.540625,0.532813,0.542188,0.540625,0.611719,0.572656,0.532813,0.611719,0.567187,0.542188,0.572656,0.567187
110,81_110,8,0.689067,2.398260,0.649001,0.609355,0.660795,0.649759,0.737866,0.752551,0.611008,0.736779,0.722492,0.667848,0.749750,0.720603
110,81_codon,11,0.741076,2.218086,0.696357,0.809387,0.796590,0.695099,0.679327,0.700416,0.806422,0.672563,0.766791,0.799963,0.700037,0.771010
110,81_codon,5,0.530208,3.306491,0.505469,0.535156,0.603125,0.505469,0.478906,0.528125,0.535156,0.478906,0.530469,0.603125,0.528125,0.530469
110,81_codon,8,0.667758,2.603773,0.616216,0.724173,0.739530,0.612208,0.597085,0.632207,0.721149,0.597148,0.693378,0.747985,0.635594,0.698073
110,81,11,0.636397,3.356867,0.666241,0.676643,0.583860,0.668607,0.685051,0.621894,0.677583,0.690400,0.581476,0.584572,0.617901,0.582904
110,81,5,0.386458,3.868335,0.410156,0.380469,0.364062,0.410156,0.430469,0.396094,0.380469,0.430469,0.337500,0.364062,0.396094,0.337500
110,81,8,0.534817,3.623200,0.564487,0.556338,0.488934,0.563925,0.588770,0.525168,0.557099,0.587380,0.485482,0.484686,0.532235,0.482326
110,82_001,11,0.653845,3.521552,0.583275,0.732711,0.754306,0.587732,0.578815,0.561197,0.741473,0.583190,0.712290,0.753503,0.554854,0.706672
110,82_001,5,0.420052,3.862950,0.309375,0.389062,0.454688,0.309375,0.521094,0.384375,0.389062,0.521094,0.461719,0.454688,0.384375,0.461719
110,82_001,8,0.563113,3.695421,0.474977,0.625013,0.659033,0.483633,0.529947,0.476420,0.621361,0.524638,0.615875,0.661419,0.468994,0.617311
110,82_010,11,0.744291,2.218641,0.872698,0.795286,0.677919,0.873436,0.818089,0.677186,0.795615,0.814022,0.631930,0.676376,0.670933,0.630412
110,82_010,5,0.515365,3.280188,0.565625,0.539844,0.458594,0.565625,0.653906,0.450000,0.539844,0.653906,0.424219,0.458594,0.450000,0.424219
110,82_010,8,0.657408,2.626094,0.775747,0.715617,0.576975,0.774244,0.767732,0.568573,0.712837,0.772278,0.534016,0.578551,0.573392,0.542041
110,82_011,11,0.671194,3.141413,0.679925,0.589058,0.668029,0.679837,0.720741,0.749597,0.584290,0.723221,0.624991,0.664192,0.747678,0.624845
110,82_011,5,0.462630,3.570295,0.469531,0.464063,0.392969,0.469531,0.654687,0.407031,0.464063,0.654687,0.387500,0.392969,0.407031,0.387500
110,82_011,8,0.591463,3.258065,0.594061,0.531521,0.566421,0.596028,0.703308,0.621775,0.528852,0.700215,0.533807,0.565602,0.619333,0.536212
110,82_100,11,0.721036,2.387530,0.614985,0.627695,0.647951,0.618458,0.810372,0.787363,0.629309,0.811025,0.835978,0.653182,0.788076,0.830871
110,82_100,5,0.525521,3.235537,0.428906,0.429688,0.446094,0.428906,0.596875,0.591406,0.429688,0.596875,0.660156,0.446094,0.591406,0.660156
110,82_100,8,0.650371,2.665942,0.530919,0.535791,0.556086,0.528793,0.762994,0.744867,0.532323,0.760696,0.781665,0.550255,0.738774,0.779128
110,82_101,11,0.673730,3.219932,0.726526,0.582703,0.807786,0.725347,0.637399,0.714499,0.578500,0.641685,0.569282,0.809379,0.717801,0.574509
110,82_101,5,0.446484,3.811210,0.424219,0.396875,0.505469,0.424219,0.576562,0.407031,0.396875,0.576562,0.368750,0.505469,0.407031,0.368750
110,82_101,8,0.581487,3.507544,0.608836,0.505715,0.717921,0.605202,0.592121,0.587020,0.497354,0.591722,0.483523,0.712170,0.587731,0.488529
110,82_110,11,0.756879,2.042054,0.772193,0.705795,0.780788,0.772801,0.764553,0.800441,0.708968,0.765081,0.718814,0.779157,0.799767,0.713396
110,82_110,5,0.561849,3.065032,0.572656,0.550000,0.598437,0.572656,0.582031,0.544531,0.550000,0.582031,0.523438,0.598437,0.544531,0.523438
110,82_110,8,0.689983,2.357923,0.705366,0.643973,0.716646,0.712246,0.706911,0.718242,0.647287,0.705774,0.643905,0.718555,0.718951,0.643324
110,82_codon,11,0.787727,1.993181,0.835928,0.902197,0.734051,0.833069,0.831373,0.698073,0.900210,0.830053,0.718721,0.739984,0.699624,0.726580
110,82_codon,5,0.550130,3.159904,0.585156,0.652344,0.514844,0.585156,0.559375,0.496094,0.652344,0.559375,0.492969,0.514844,0.496094,0.492969
110,82_codon,8,0.703254,2.437116,0.764454,0.830387,0.642099,0.770610,0.758690,0.607533,0.831105,0.759224,0.624862,0.635226,0.596241,0.619473
110,82,11,0.644573,3.210066,0.657223,0.554008,0.666242,0.655274,0.642667,0.731718,0.553132,0.644745,0.616061,0.666231,0.735228,0.612406
110,82,5,0.409896,3.767433,0.398438,0.379687,0.361719,0.398438,0.479688,0.439844,0.379687,0.479688,0.400000,0.361719,0.439844,0.400000
110,82,8,0.552796,3.453433,0.549767,0.473801,0.550779,0.551657,0.570845,0.633391,0.472013,0.576121,0.536125,0.550297,0.630203,0.537804
110,83_001,11,0.663764,3.358355,0.631711,0.656446,0.613524,0.628303,0.769892,0.648965,0.648427,0.764693,0.676718,0.611945,0.641697,0.673085
110,83_001,5,0.429688,3.823628,0.403125,0.350781,0.557031,0.403125,0.435156,0.444531,0.350781,0.435156,0.387500,0.557031,0.444531,0.387500
110,83_001,8,0.576163,3.570769,0.519412,0.539799,0.575676,0.525025,0.657065,0.567761,0.542754,0.655262,0.588990,0.581911,0.564796,0.595613
110,83_010,11,0.724294,2.355676,0.607329,0.654343,0.612278,0.601869,0.798436,0.860759,0.658208,0.803653,0.811602,0.610830,0.863678,0.808326
110,83_010,5,0.517318,3.276136,0.414844,0.435156,0.418750,0.414844,0.588281,0.660937,0.435156,0.588281,0.585938,0.418750,0.660937,0.585938
110,83_010,8,0.650379,2.680070,0.516636,0.551219,0.522290,0.515055,0.744609,0.822965,0.551964,0.742784,0.752355,0.518274,0.818209,0.743374
110,83_011,11,0.726479,2.447505,0.823622,0.627904,0.837752,0.815215,0.623136,0.837387,0.627613,0.627577,0.616421,0.831206,0.840031,0.612821
110,83_011,5,0.478516,3.564371,0.529687,0.385938,0.576562,0.529687,0.384375,0.593750,0.385938,0.384375,0.400781,0.576562,0.593750,0.400781
110,83_011,8,0.639104,2.898439,0.739048,0.525950,0.759878,0.740325,0.522946,0.777079,0.521969,0.521819,0.516638,0.758173,0.774771,0.512474
110,83_100,11,0.729133,2.309954,0.630468,0.822319,0.775034,0.631076,0.656055,0.663129,0.821185,0.661003,0.828017,0.776592,0.658716,0.825565
110,83_100,5,0.514062,3.286599,0.414062,0.607031,0.585156,0.414062,0.410937,0.422656,0.607031,0.410937,0.644531,0.585156,0.422656,0.644531
110,83_100,8,0.652763,2.652456,0.535529,0.760794,0.723466,0.534437,0.551643,0.563563,0.761515,0.551320,0.782658,0.721310,0.563748,0.784072
110,83_101,11,0.682188,2.979781,0.719100,0.710034,0.666691,0.721938,0.751081,0.615490,0.716811,0.754520,0.621248,0.672178,0.618782,0.617723
110,83_101,5,0.463151,3.617166,0.455469,0.554688,0.453125,0.455469,0.532813,0.344531,0.554688,0.532813,0.438281,0.453125,0.344531,0.438281
110,83_101,8,0.598267,3.255709,0.609933,0.659348,0.580874,0.616844,0.678220,0.511918,0.657292,0.673140,0.545304,0.586814,0.511380,0.548497
110,83_110,11,0.781361,1.875902,0.801104,0.802567,0.703192,0.809637,0.858590,0.770994,0.810470,0.861872,0.740549,0.705616,0.773264,0.740606
110,83_110,5,0.566016,3.068541,0.544531,0.587500,0.511719,0.544531,0.591406,0.614844,0.587500,0.591406,0.546094,0.511719,0.614844,0.546094
110,83_110,8,0.708696,2.263334,0.717639,0.736660,0.630694,0.714165,0.766293,0.718148,0.743863,0.776358,0.673290,0.632946,0.721693,0.672932
110,83_codon,11,0.752252,2.316816,0.784226,0.714041,0.905300,0.781151,0.628975,0.780139,0.708899,0.632823,0.702353,0.904435,0.780019,0.705938
110,83_codon,5,0.523047,3.254849,0.538281,0.492969,0.689844,0.538281,0.427344,0.529687,0.492969,0.427344,0.460156,0.689844,0.529687,0.460156
110,83_codon,8,0.663446,2.705140,0.691611,0.616728,0.846651,0.687858,0.531488,0.685966,0.623705,0.537277,0.606449,0.844360,0.688218,0.599689
110,83,11,0.629745,3.352131,0.616401,0.611841,0.646727,0.603626,0.585900,0.676726,0.608072,0.585835,0.656367,0.640421,0.673409,0.651260
110,83,5,0.386719,3.831386,0.371094,0.424219,0.436719,0.371094,0.346094,0.350000,0.424219,0.346094,0.392188,0.436719,0.350000,0.392188
110,83,8,0.530042,3.574199,0.513851,0.531065,0.556459,0.512499,0.481164,0.550521,0.527844,0.482503,0.551540,0.559239,0.547506,0.546358
110,84_001,11,0.652897,3.428990,0.591641,0.608586,0.611258,0.594057,0.678392,0.688661,0.612854,0.678387,0.743740,0.605055,0.684270,0.736315
110,84_001,5,0.427604,3.834709,0.535156,0.334375,0.414844,0.535156,0.385938,0.456250,0.334375,0.385938,0.439063,0.414844,0.456250,0.439063
110,84_001,8,0.565896,3.586629,0.552663,0.511570,0.531817,0.555268,0.579854,0.591052,0.507489,0.569453,0.642990,0.525940,0.584506,0.638598
110,84_010,11,0.722367,2.305817,0.823602,0.631220,0.785292,0.826657,0.647431,0.829618,0.629780,0.646183,0.621741,0.785316,0.823010,0.620284
110,84_010,5,0.521354,3.249929,0.566406,0.457812,0.635938,0.566406,0.460938,0.566406,0.457812,0.460938,0.440625,0.635938,0.566406,0.440625
